ID,exp,wks,occ,ind,south,smsa,ms,fem,union,edu,lwage,YEAR
17,22,47,0,1,0,0,1,0,0,14,7.1308999,1982
18,25,47,0,1,1,1,1,0,0,16,6.9057498,1976
18,26,46,0,1,1,1,1,0,0,16,6.9057498,1977
18,27,47,0,1,1,1,1,0,0,16,7.6009002,1978
18,28,47,0,1,1,1,1,0,0,16,7.6496902,1979
18,29,47,0,1,1,1,1,0,0,16,7.7186899,1980
18,30,48,0,1,1,1,1,0,0,16,7.7832198,1981
18,31,47,0,1,1,1,1,0,0,16,7.8038402,1982
19,40,37,1,1,0,1,1,0,1,12,6.3868799,1976
19,41,49,1,1,0,1,1,0,1,12,6.4738898,1977
19,42,50,1,1,0,1,1,0,1,12,6.54247,1978
19,43,47,1,1,0,1,1,0,1,12,6.6758199,1979
19,44,47,1,1,0,1,1,0,1,12,6.7417002,1980
19,45,25,1,1,0,1,1,0,1,12,6.8319502,1981
19,46,40,1,1,0,1,1,0,1,12,6.9363399,1982
20,25,50,0,0,0,0,1,0,0,16,6.78333,1976
20,26,49,0,1,0,0,1,0,0,16,6.8575101,1977
20,27,49,0,1,0,0,1,0,0,16,6.9847202,1978
20,28,48,0,1,0,0,1,0,0,16,7.0579,1979
20,29,48,0,1,0,0,1,0,0,16,7.2056398,1980
20,30,49,0,1,0,0,1,0,0,16,7.10988,1981
20,31,48,0,1,0,0,1,0,0,16,7.26683,1982
21,28,42,1,1,1,0,1,0,1,4,6.0591202,1976
21,29,46,1,1,1,0,1,0,1,4,6.0520902,1977
21,30,49,1,1,1,0,1,0,1,4,5.9914598,1978
21,31,49,1,1,1,0,1,0,1,4,6.2146101,1979
21,32,48,1,0,1,0,1,0,1,4,6.3243599,1980
21,33,45,1,0,1,0,1,0,1,4,6.4425402,1981
21,34,42,1,1,1,0,1,0,1,4,6.4425402,1982
22,20,46,0,0,0,0,1,0,0,14,6.5998702,1976
22,21,45,0,0,0,0,1,0,0,14,6.5998702,1977
22,22,44,0,0,0,0,1,0,0,14,6.6846099,1978
22,23,46,0,0,0,0,1,0,0,14,6.7274299,1979
22,24,47,0,0,0,0,1,0,0,14,6.8824401,1980
22,25,51,0,1,0,0,1,0,0,14,6.9565501,1981
22,26,47,0,0,0,0,1,0,0,14,7.0475202,1982
23,11,50,0,0,0,1,1,0,0,16,6.9057498,1976
23,12,50,0,0,0,1,1,0,0,16,6.9057498,1977
23,13,51,0,0,0,1,1,0,0,16,7.4955401,1978
23,14,50,0,0,0,1,1,0,0,16,7.66153,1979
23,15,48,0,0,0,1,1,0,0,16,7.8632698,1980
23,16,47,0,0,0,1,1,0,0,16,8.0391598,1981
23,17,50,0,0,0,1,1,0,0,16,7.8935699,1982
24,5,30,0,0,0,0,0,1,0,12,5.4380798,1976
24,6,51,0,0,0,0,0,1,0,12,5.5214601,1977
24,7,51,1,0,0,0,0,1,0,12,5.57973,1978
24,8,52,1,0,0,0,0,1,0,12,5.6698799,1979
24,9,49,1,0,0,0,0,1,0,12,5.7365699,1980
24,10,51,1,0,0,0,0,1,1,12,5.8435402,1981
24,11,50,1,0,0,0,0,1,0,12,5.8579302,1982
25,8,37,0,0,0,1,1,0,1,17,6.5294199,1976
25,9,39,0,0,0,1,1,0,1,17,6.5792499,1977
25,10,40,0,0,0,1,1,0,1,17,6.7153802,1978
25,11,38,0,0,0,1,1,0,1,17,6.6846099,1979
25,12,38,0,0,0,1,1,0,1,17,6.7912202,1980
25,13,39,0,0,0,1,1,0,1,17,6.97541,1981
25,14,41,0,0,0,1,1,0,1,17,6.9077601,1982
26,14,48,0,1,1,1,1,0,0,15,6.4769702,1976
26,15,47,1,1,1,1,1,0,0,15,6.5510802,1977
26,16,49,0,1,1,1,1,0,0,15,6.86693,1978
26,17,48,0,1,1,1,1,0,0,15,6.8564601,1979
26,18,47,0,1,1,1,1,0,0,15,7.2793198,1980
26,19,47,0,1,1,1,1,0,0,15,7.5496101,1981
26,20,48,0,1,1,1,1,0,0,15,7.3670802,1982
27,8,50,0,0,0,1,0,0,0,16,6.01616,1976
27,9,52,0,0,0,1,0,0,0,16,6.9057498,1977
27,10,48,0,0,0,0,0,0,0,16,7.0475202,1978
27,11,50,0,0,0,0,0,0,0,16,7.26193,1979
27,12,50,0,0,0,0,0,0,0,16,7.0900798,1980
27,13,45,0,0,0,0,0,0,0,16,6.9631901,1981
27,14,23,0,0,0,0,0,0,0,16,7.31322,1982
28,26,50,1,0,0,1,1,0,0,12,6.7333999,1976
28,27,50,1,0,0,1,1,0,0,12,6.6970301,1977
28,28,50,1,0,0,1,1,0,0,12,6.6846099,1978
28,29,50,1,0,0,1,1,0,0,12,6.7452402,1979
28,30,50,1,0,0,1,1,0,0,12,6.73102,1980
28,31,49,1,0,0,1,1,0,0,12,6.8023901,1981
28,32,49,1,0,0,1,1,0,0,12,6.7452402,1982
29,31,49,0,0,0,1,1,0,0,14,6.9057498,1976
29,32,49,0,0,0,1,1,0,0,14,6.9057498,1977
29,33,49,0,0,0,1,1,0,0,14,7.0621901,1978
29,34,49,0,0,0,1,1,0,0,14,7.5755801,1979
29,35,50,0,0,0,1,1,0,0,14,7.6732202,1980
29,36,49,0,0,0,1,1,0,0,14,7.4730701,1981
29,37,49,0,0,0,1,1,0,0,14,7.5600801,1982
30,17,47,0,0,1,1,0,1,0,12,6.1964402,1976
30,18,47,0,0,1,1,0,1,0,12,6.2989502,1977
30,19,48,0,0,1,1,0,1,0,12,6.3315001,1978
30,20,49,0,0,1,1,0,1,0,12,6.36303,1979
30,21,49,0,0,1,1,0,1,0,12,6.4815798,1980
30,22,45,0,0,1,1,0,1,0,12,6.5778599,1981
30,23,49,0,0,1,1,0,1,0,12,6.6437898,1982
31,22,48,0,1,0,1,1,0,0,17,6.9057498,1976
31,23,48,0,1,0,1,1,0,0,17,6.9057498,1977
31,24,48,0,1,0,1,1,0,0,17,7.31322,1978
31,25,47,0,1,0,1,1,0,0,17,7.2442298,1979
31,26,43,0,1,0,1,1,0,0,17,7.4843702,1980
31,27,47,0,0,0,1,1,0,0,17,7.5496101,1981
31,28,45,0,1,0,1,1,0,0,17,7.6133199,1982
32,30,50,0,1,0,1,1,0,0,16,6.9057498,1976
32,31,49,0,1,0,1,1,0,0,16,6.9057498,1977
32,32,49,0,1,0,1,1,0,0,16,7.46737,1978
32,33,48,0,1,0,1,1,0,0,16,7.4085302,1979
32,34,49,0,1,0,1,1,0,0,16,7.6058898,1980
32,35,47,0,1,0,1,1,0,0,16,8.04879,1981
32,36,47,0,1,0,1,1,0,0,16,7.7406602,1982
33,14,51,0,0,0,1,1,0,0,16,6.9057498,1976
33,15,47,0,0,0,1,1,0,0,16,6.9057498,1977
33,16,51,0,0,0,1,1,0,0,16,7.1701198,1978
33,17,47,0,0,0,1,1,0,0,16,7.2793198,1979
33,18,48,0,0,0,1,1,0,0,16,7.2406502,1980
33,19,50,0,0,0,1,1,0,0,16,7.3777599,1981
33,20,49,0,0,0,1,1,0,0,16,7.46737,1982
34,45,48,1,0,1,0,1,0,0,8,5.7589002,1976
34,46,48,1,0,1,0,1,0,0,8,5.8607898,1977
34,47,48,1,0,1,0,1,0,0,8,5.82305,1978
34,48,49,1,0,1,0,1,0,0,8,5.94803,1979
34,49,50,1,0,1,0,1,0,0,8,6.2480402,1980
34,50,48,1,0,1,0,1,0,0,8,6.2065802,1981
34,51,46,1,0,1,0,1,0,0,8,5.9839401,1982
35,8,30,1,0,0,1,1,0,1,13,6.5147099,1976
35,9,49,1,1,0,1,1,0,1,13,6.6107001,1977
35,10,48,1,1,0,1,1,0,1,13,6.3969302,1978
35,11,49,1,1,0,1,1,0,1,13,6.7522702,1979
35,12,34,1,1,0,1,1,0,1,13,6.8865299,1980
35,13,48,1,1,0,1,1,0,1,13,7.0121198,1981
35,14,45,1,1,0,1,1,0,1,13,7.0255399,1982
36,15,52,1,0,1,1,1,0,0,10,6.62007,1976
36,16,47,0,0,1,1,1,0,0,10,6.77422,1977
36,17,50,0,0,1,0,1,0,0,10,7.1308999,1978
36,18,50,0,0,1,0,1,0,0,10,7.0884099,1979
36,19,48,0,0,1,1,1,0,0,10,7.1308999,1980
36,20,50,0,0,1,1,1,0,0,10,6.9077601,1981
36,21,41,0,0,1,1,1,0,0,10,7.1800699,1982
37,12,52,0,0,0,1,1,0,0,14,6.9057498,1976
37,13,47,0,0,0,1,1,0,0,14,6.7417002,1977
37,14,50,0,0,0,1,1,0,0,14,7.0030699,1978
37,15,49,0,0,0,1,1,0,0,14,7.1308999,1979
37,16,50,0,0,0,1,1,0,0,14,7.1428299,1980
37,17,48,0,0,0,1,1,0,0,14,7.2827601,1981
37,18,49,0,0,0,1,0,0,0,14,7.4091401,1982
38,10,48,1,1,0,0,1,0,1,12,6.0520902,1976
38,11,49,1,1,0,0,1,0,1,12,6.0520902,1977
38,12,48,1,1,0,0,1,0,1,12,6.0520902,1978
38,13,48,1,1,0,0,1,0,1,12,6.3681898,1979
38,14,49,1,1,0,0,1,0,1,12,6.4361501,1980
38,15,48,0,1,0,0,1,0,1,12,6.5496502,1981
38,16,49,1,1,0,0,1,0,1,12,6.52209,1982
39,6,47,0,0,0,1,1,0,0,13,6.4769702,1976
39,7,51,0,0,0,1,0,0,0,13,6.5861702,1977
39,8,48,0,0,0,1,0,0,0,13,6.4769702,1978
39,9,50,0,0,0,1,0,0,0,13,6.5294199,1979
39,10,50,0,0,0,1,0,0,0,13,6.8023901,1980
39,11,52,0,0,0,1,0,0,0,13,6.7799201,1981
39,12,51,0,0,0,1,1,0,0,13,6.80793,1982
40,30,47,0,0,1,0,1,0,1,8,6.3578401,1976
40,31,39,0,0,1,0,1,0,1,8,6.4997902,1977
40,32,32,0,0,1,0,1,0,1,8,6.5820298,1978
40,33,35,0,0,1,0,1,0,1,8,6.6945601,1979
40,34,47,0,0,1,0,1,0,1,8,6.7878399,1980
40,35,45,0,0,1,0,1,0,1,8,6.9077601,1981
40,36,47,0,0,1,0,1,0,1,8,7.3581901,1982
41,20,50,0,0,1,1,1,0,0,16,6.9057498,1976
41,21,50,0,0,1,1,1,0,0,16,6.9057498,1977
41,22,50,0,0,1,1,1,0,0,16,7.3777599,1978
41,23,50,0,0,1,1,1,0,0,16,7.4910898,1979
41,24,50,0,0,1,1,1,0,0,16,7.5755801,1980
41,25,48,0,0,1,1,1,0,0,16,7.5283298,1981
41,26,47,0,0,1,1,1,0,0,16,7.7449999,1982
42,30,38,1,1,0,1,0,1,1,12,6.2185998,1976
42,31,41,1,0,0,1,0,1,1,12,6.4937501,1977
42,32,51,1,0,0,1,0,1,1,12,6.5806398,1978
42,33,50,1,1,0,1,0,1,1,12,6.6896,1979
42,34,42,1,1,0,1,0,1,1,12,6.7934699,1980
42,35,50,1,1,0,1,0,1,1,12,6.9246101,1981
42,36,49,1,1,0,1,0,1,1,12,7.0255399,1982
43,5,49,0,0,0,1,1,0,0,16,6.6846099,1976
43,6,47,0,0,0,1,1,0,0,16,6.84375,1977
43,7,48,0,0,0,1,1,0,0,16,6.9077601,1978
43,8,49,0,0,0,1,1,0,0,16,7.0030699,1979
43,9,46,0,0,0,1,1,0,0,16,7.1308999,1980
43,10,45,0,0,0,1,1,0,0,16,7.4085302,1981
43,11,49,0,0,0,1,1,0,0,16,7.4383798,1982
44,7,48,0,1,0,1,1,0,0,17,6.9057498,1976
44,8,48,0,1,0,1,1,0,0,17,6.9057498,1977
44,9,48,0,1,0,1,1,0,0,17,7.20786,1978
44,10,47,0,1,0,1,1,0,0,17,7.31322,1979
44,11,46,0,1,0,1,1,0,0,17,7.4383798,1980
44,12,46,0,1,0,1,1,0,0,17,7.49332,1981
44,13,46,0,1,0,1,1,0,0,17,7.6009002,1982
45,13,49,0,0,0,1,0,1,0,13,6.2245598,1976
45,14,50,0,0,0,1,0,1,0,13,6.3332801,1977
45,15,50,0,0,0,1,0,1,0,13,6.3099198,1978
45,16,50,0,0,0,1,0,1,0,13,6.4769702,1979
45,17,50,0,0,0,1,0,1,0,13,6.6333199,1980
45,18,50,0,0,0,1,0,1,0,13,6.6821098,1981
45,19,49,0,0,0,1,0,1,0,13,6.6528602,1982
46,6,42,1,0,0,0,1,0,1,12,6.1268702,1976
46,7,44,1,0,0,0,1,0,1,12,6.23245,1977
46,8,48,1,0,0,0,1,0,1,12,6.3261499,1978
46,9,47,1,0,0,0,1,0,1,12,6.3243599,1979
46,10,48,1,0,0,0,1,0,1,12,6.4677,1980
46,11,47,0,0,0,0,1,0,1,12,6.6066499,1981
46,12,47,1,0,0,0,1,0,1,12,6.5510802,1982
47,26,48,0,0,0,1,1,0,0,14,6.9057498,1976
47,27,49,0,0,0,1,1,0,0,14,6.9057498,1977
47,28,48,0,0,0,1,1,0,0,14,7.0475202,1978
47,29,48,0,0,0,1,1,0,0,14,7.0900798,1979
47,30,48,0,0,0,1,1,0,0,14,7.20786,1980
47,31,47,0,0,0,1,1,0,0,14,7.1180201,1981
47,32,48,0,0,0,1,1,0,0,14,7.0900798,1982
48,26,50,0,1,0,1,0,0,0,16,6.9057498,1976
48,27,50,0,1,0,1,0,0,0,16,6.9057498,1977
48,28,50,0,1,0,1,0,0,0,16,7.1308999,1978
48,29,50,0,1,0,1,0,0,0,16,7.2262101,1979
48,30,48,0,1,0,1,1,0,0,16,7.1308999,1980
48,31,41,0,1,0,1,1,0,0,16,7.31322,1981
48,32,49,0,1,0,1,0,0,0,16,7.4383798,1982
49,31,47,0,1,0,0,1,0,0,16,6.9057498,1976
49,32,46,0,1,0,0,1,0,0,16,6.9057498,1977
49,33,47,0,1,0,0,1,0,0,16,7.6009002,1978
49,34,48,0,1,0,0,1,0,0,16,7.6760101,1979
49,35,47,0,1,0,0,1,0,0,16,7.7020998,1980
49,36,49,0,1,0,0,1,0,0,16,7.6962099,1981
49,37,48,0,1,0,0,1,0,0,16,7.8208399,1982
50,31,50,0,0,0,1,0,1,1,12,6.2709899,1976
50,32,45,0,0,0,1,0,1,1,12,6.3985901,1977
50,33,43,0,0,0,1,0,1,1,12,6.48311,1978
50,34,48,0,0,0,1,0,1,1,12,6.5567799,1979
50,35,46,0,0,0,1,0,1,1,12,6.6554399,1980
50,36,32,0,0,0,1,0,1,1,12,6.7487602,1981
50,37,28,0,0,0,1,0,1,1,12,6.8490701,1982
51,31,45,0,1,0,1,1,0,0,17,6.9057498,1976
51,32,48,0,1,0,1,1,0,0,17,6.9057498,1977
51,33,48,0,1,0,1,1,0,0,17,7.6009002,1978
51,34,47,0,0,0,1,1,0,0,17,7.6496902,1979
51,35,48,0,1,0,1,1,0,0,17,7.8240499,1980
51,36,47,0,1,0,1,1,0,0,17,7.8632698,1981
51,37,44,0,1,0,1,1,0,0,17,7.9193602,1982
52,25,46,0,0,0,1,1,0,0,16,6.9057498,1976
52,26,49,0,0,0,1,1,0,0,16,6.9057498,1977
52,27,49,0,0,0,1,1,0,0,16,7.2442298,1978
52,28,48,0,0,0,1,1,0,0,16,7.1308999,1979
52,29,48,0,0,0,1,1,0,0,16,7.46737,1980
52,30,48,0,0,0,1,1,0,0,16,7.6009002,1981
52,31,49,0,0,0,1,1,0,1,16,7.6496902,1982
53,13,47,0,0,1,0,1,0,0,13,6.4361501,1976
53,14,49,0,0,1,0,1,0,0,13,6.9057498,1977
53,15,48,1,0,0,0,1,0,0,13,6.9565501,1978
53,16,49,1,0,0,0,1,0,0,13,6.9565501,1979
53,17,48,0,0,0,0,1,0,0,13,7.0604801,1980
53,18,47,1,0,0,0,1,0,0,13,7.20786,1981
53,19,48,0,0,0,0,1,0,0,13,7.20786,1982
54,13,47,1,1,0,0,1,0,1,11,6.5117502,1976
54,14,52,1,1,0,0,1,0,1,11,6.5903001,1977
54,15,51,1,1,0,0,1,0,1,11,6.6846099,1978
54,16,51,1,1,0,0,1,0,1,11,6.7452402,1979
54,17,49,1,1,0,0,1,0,1,11,6.8976998,1980
54,18,49,1,1,0,0,1,0,1,11,7.0774999,1981
54,19,50,1,1,0,0,1,0,1,11,7.1000299,1982
55,32,49,1,1,0,1,1,0,1,8,6.65415,1976
55,33,49,1,1,0,1,1,0,1,8,6.8501301,1977
55,34,49,1,1,0,1,1,0,1,8,6.8564601,1978
55,35,47,1,1,0,1,1,0,1,8,6.9236302,1979
55,36,48,1,1,0,1,1,0,1,8,7.04141,1980
55,37,47,1,1,0,1,1,0,1,8,7.1332998,1981
55,38,46,1,1,0,1,1,0,1,8,7.20786,1982
56,23,51,1,1,1,0,1,0,0,12,6.1092501,1976
56,24,49,1,1,1,0,1,0,0,12,6.1633101,1977
56,25,52,1,1,1,0,1,0,0,12,6.3332801,1978
56,26,52,1,1,1,0,1,0,0,12,6.3332801,1979
56,27,48,1,1,1,0,1,0,0,12,6.4377499,1980
56,28,50,1,1,1,0,1,0,0,12,6.5861702,1981
56,29,50,1,1,1,0,1,0,0,12,6.5337901,1982
57,21,47,1,0,1,1,1,0,0,11,6.0402498,1976
57,22,49,1,0,1,1,1,0,0,11,6.2897201,1977
57,23,49,1,0,1,1,1,0,0,11,6.01616,1978
57,24,49,0,0,1,1,1,0,0,11,6.5778599,1979
57,25,47,0,0,1,1,1,0,0,11,6.5510802,1980
57,26,48,0,0,1,1,1,0,0,11,6.53233,1981
57,27,48,0,0,1,1,1,0,0,11,6.31355,1982
58,37,49,1,1,0,1,1,0,1,14,6.5510802,1976
58,38,48,1,1,0,1,1,0,1,14,6.6846099,1977
58,39,40,1,1,0,1,1,0,1,14,6.6970301,1978
58,40,48,1,1,0,1,1,0,0,14,6.9077601,1979
58,41,48,1,1,0,1,1,0,1,14,7.0030699,1980
58,42,48,1,1,0,1,1,0,1,14,7.1623998,1981
58,43,48,1,1,0,1,1,0,0,14,7.1308999,1982
59,26,48,0,1,0,1,1,0,0,17,6.9057498,1976
59,27,49,0,1,0,1,1,0,0,17,6.9057498,1977
59,28,48,0,1,0,1,1,0,0,17,7.3460102,1978
59,29,47,0,1,0,1,1,0,0,17,7.4383798,1979
59,30,46,0,1,0,1,1,0,0,17,7.4815602,1980
59,31,48,0,1,0,1,1,0,0,17,7.6009002,1981
59,32,46,0,1,0,1,1,0,0,17,7.6496902,1982
60,18,46,0,0,0,1,0,1,1,11,5.9763498,1976
60,19,39,0,0,0,1,0,1,1,11,6.0402498,1977
60,20,44,0,0,0,1,0,1,1,11,6.0402498,1978
60,21,49,1,0,0,1,0,1,1,11,6.0402498,1979
60,22,48,0,0,0,1,0,1,1,11,6.1202998,1980
60,23,47,1,0,0,1,0,1,1,11,6.2185998,1981
60,24,43,1,0,0,1,0,1,1,11,6.1717,1982
61,24,50,0,0,0,1,0,1,1,17,6.7855902,1976
61,25,51,0,0,0,1,0,1,0,17,6.8885698,1977
61,26,51,0,0,0,1,0,1,0,17,6.8875499,1978
61,27,50,0,0,0,1,0,1,0,17,6.9688501,1979
61,28,22,0,0,0,1,0,1,0,17,6.8564601,1980
61,29,41,0,0,0,1,0,1,0,17,6.7381501,1981
61,30,26,0,0,0,1,0,1,0,17,7.1308999,1982
62,7,50,1,0,1,0,1,0,0,16,6.5806398,1976
62,8,50,1,1,1,0,1,0,0,16,6.8351798,1977
62,9,50,1,1,1,0,1,0,0,16,6.9127402,1978
62,10,50,1,1,1,0,1,0,0,16,6.9584498,1979
62,11,49,1,1,1,0,1,0,0,16,6.9256001,1980
62,12,49,1,1,1,0,1,0,0,16,7.2377801,1981
62,13,49,1,1,1,0,1,0,0,16,7.2723999,1982
63,11,50,0,0,0,0,1,0,0,17,6.9057498,1976
63,12,49,0,0,0,0,1,0,0,17,6.9057498,1977
63,13,50,0,0,0,0,1,0,0,17,7.4955401,1978
63,14,49,0,0,0,0,1,0,0,17,7.5496101,1979
63,15,49,0,0,0,0,1,0,0,17,7.52564,1980
63,16,48,0,0,0,0,1,0,0,17,7.7288599,1981
63,17,50,0,0,0,0,1,0,0,17,7.3664498,1982
64,34,44,1,1,0,1,1,0,0,12,6.3561101,1976
64,35,46,1,1,0,1,1,0,0,12,6.4216199,1977
64,36,49,1,1,0,1,1,0,0,12,6.4769702,1978
64,37,48,1,1,0,1,1,0,0,12,6.5366902,1979
64,38,45,1,1,0,1,1,0,0,12,6.5510802,1980
64,39,47,1,1,0,1,1,0,0,12,6.6846099,1981
64,40,50,1,1,0,1,1,0,0,12,6.8023901,1982
65,30,46,1,1,0,1,1,0,1,8,6.5553598,1976
65,31,44,1,1,0,1,1,0,1,8,6.6227398,1977
65,32,45,1,1,0,1,1,0,1,8,6.72263,1978
